time,open,high,low,close,tick_volume
1778194800,1.35556,1.35585,1.35556,1.35565,52
1778195700,1.35567,1.35595,1.35519,1.35551,208
1778196600,1.35550,1.35563,1.35524,1.35536,440
1778197500,1.35537,1.35548,1.35529,1.35546,395
1778198400,1.35519,1.35519,1.35473,1.35499,776
1778199300,1.35492,1.35543,1.35489,1.35515,1404
1778200200,1.35515,1.35522,1.35474,1.35482,778
1778201100,1.35482,1.35491,1.35472,1.35474,444
1778202000,1.35474,1.35494,1.35472,1.35490,586
1778202900,1.35491,1.35514,1.35490,1.35510,496
1778203800,1.35511,1.35534,1.35501,1.35534,581
1778204700,1.35534,1.35562,1.35520,1.35553,958
1778205600,1.35553,1.35612,1.35543,1.35568,3167
