time,open,high,low,close,tick_volume
1757021400,1.34311,1.34317,1.34270,1.34275,383
1757022300,1.34274,1.34292,1.34254,1.34262,319
1757023200,1.34262,1.34330,1.34262,1.34329,294
1757024100,1.34330,1.34348,1.34297,1.34314,299
1757025000,1.34315,1.34354,1.34304,1.34331,180
1757025900,1.34330,1.34363,1.34327,1.34362,245
1757026800,1.34360,1.34368,1.34321,1.34335,151
1757027700,1.34334,1.34361,1.34330,1.34360,81
1757028600,1.34359,1.34371,1.34357,1.34371,40
1757029500,1.34372,1.34374,1.34358,1.34358,61
1757030400,1.34222,1.34277,1.34222,1.34277,15
1757031300,1.34277,1.34283,1.34277,1.34279,27
1757032200,1.34279,1.34311,1.34279,1.34310,76
1757033100,1.34310,1.34323,1.34293,1.34316,96
1757034000,1.34316,1.34350,1.34316,1.34324,115
1757034900,1.34324,1.34336,1.34323,1.34332,40
1757035800,1.34332,1.34342,1.34325,1.34332,65
1757036700,1.34332,1.34342,1.34329,1.34334,44
1757037600,1.34333,1.34346,1.34332,1.34345,79
1757038500,1.34346,1.34385,1.34343,1.34374,135
1757039400,1.34373,1.34423,1.34368,1.34415,189
1757040300,1.34416,1.34446,1.34416,1.34437,292
1757041200,1.34438,1.34462,1.34424,1.34444,540
1757042100,1.34445,1.34452,1.34420,1.34441,677
1757043000,1.34440,1.34480,1.34433,1.34454,473
1757043900,1.34455,1.34503,1.34439,1.34493,571
1757044800,1.34492,1.34539,1.34481,1.34483,490
1757045700,1.34484,1.34499,1.34468,1.34494,436
1757046600,1.34493,1.34507,1.34480,1.34480,422
1757047500,1.34481,1.34542,1.34481,1.34518,541
1757048400,1.34517,1.34539,1.34502,1.34531,491
1757049300,1.34532,1.34552,1.34521,1.34541,310
1757050200,1.34540,1.34571,1.34533,1.34562,232
1757051100,1.34563,1.34563,1.34531,1.34532,259
1757052000,1.34531,1.34550,1.34520,1.34531,355
1757052900,1.34532,1.34549,1.34522,1.34544,246
1757053800,1.34543,1.34548,1.34527,1.34533,246
1757054700,1.34534,1.34550,1.34528,1.34538,179
1757055600,1.34540,1.34545,1.34531,1.34534,219
1757056500,1.34536,1.34539,1.34516,1.34524,194
1757057400,1.34522,1.34527,1.34494,1.34500,202
1757058300,1.34499,1.34510,1.34480,1.34504,226
1757059200,1.34503,1.34515,1.34499,1.34508,156
1757060100,1.34509,1.34517,1.34501,1.34513,157
1757061000,1.34512,1.34547,1.34509,1.34540,200
1757061900,1.34539,1.34633,1.34532,1.34618,352
1757062800,1.34617,1.34691,1.34601,1.34633,866
1757063700,1.34634,1.34675,1.34562,1.34674,793
1757064600,1.34672,1.34720,1.34662,1.34670,707
1757065500,1.34671,1.34689,1.34558,1.34559,558
